reservation_id,user_id,dessert_id,count,total_price,reserve_status,created_dt
14515,36,46,1,14.07,PENDING,2026-02-18 04:30:00
14516,8873,46,1,14.07,CONFIRMED,2026-02-16 17:09:00
14517,15,46,1,14.07,CONFIRMED,2026-02-16 06:27:00
14518,7379,36,1,17.52,PENDING,2026-02-18 01:07:00
14519,1574,171,1,15.18,CONFIRMED,2026-02-15 19:12:00
14520,8273,133,1,12.62,CONFIRMED,2026-02-22 04:57:00
14521,9441,36,1,17.52,CONFIRMED,2026-02-12 07:45:00
14522,242,36,1,17.52,CONFIRMED,2026-02-11 20:59:00
14523,2623,171,1,15.18,CONFIRMED,2026-02-15 06:15:00
14524,92,36,1,17.52,CONFIRMED,2026-02-24 10:06:00
14525,40,141,1,4.72,CONFIRMED,2026-02-24 07:45:00
14526,4334,176,1,14.18,CONFIRMED,2026-02-22 19:07:00
14527,79,98,1,18.13,PENDING,2026-02-25 10:48:00
14528,1849,36,1,17.52,PENDING,2026-02-17 08:44:00
14529,7497,136,1,20.05,CONFIRMED,2026-02-11 07:35:00
14530,16,36,1,17.52,CONFIRMED,2026-02-13 06:47:00
14531,11,36,1,17.52,PENDING,2026-02-11 08:58:00
14532,3,135,1,23.17,CONFIRMED,2026-02-15 19:42:00
14533,2748,36,1,17.52,CONFIRMED,2026-02-17 12:18:00
14534,93,36,1,17.52,CONFIRMED,2026-02-23 00:50:00
14535,13,166,1,4.27,CONFIRMED,2026-02-22 21:52:00
14536,2922,46,1,14.07,PENDING,2026-02-24 22:46:00
14537,5855,192,1,19.70,CONFIRMED,2026-02-16 01:54:00
14538,8384,36,1,17.52,CONFIRMED,2026-02-14 10:11:00
14539,72,124,1,21.56,CANCELLED,2026-02-10 13:38:00
14540,42,166,1,4.27,CONFIRMED,2026-02-22 08:12:00
14541,615,76,1,26.31,CONFIRMED,2026-02-20 10:04:00
14542,8252,141,1,4.72,CONFIRMED,2026-02-13 02:02:00
14543,100,119,1,4.18,PENDING,2026-02-22 01:43:00
14544,9879,46,1,14.07,CONFIRMED,2026-02-16 04:55:00
14545,56,36,1,17.52,CONFIRMED,2026-02-13 04:11:00
14546,3,36,1,17.52,CONFIRMED,2026-02-12 10:02:00
14547,8976,36,1,17.52,PENDING,2026-02-21 03:56:00
14548,4628,171,1,15.18,CONFIRMED,2026-02-16 17:56:00
14549,5786,166,1,4.27,CONFIRMED,2026-02-15 09:22:00
14550,9462,36,1,17.52,CANCELLED,2026-02-15 00:45:00
14551,871,123,1,21.67,CONFIRMED,2026-02-17 04:07:00
14552,23,166,1,4.27,CONFIRMED,2026-02-13 20:27:00
14553,93,141,1,4.72,CONFIRMED,2026-02-17 23:58:00
14554,90,166,1,4.27,CANCELLED,2026-02-19 16:48:00
14555,2061,36,1,17.52,PENDING,2026-02-20 14:19:00
14556,16,36,1,17.52,CONFIRMED,2026-02-18 10:47:00
14557,8635,171,1,15.18,CONFIRMED,2026-02-22 00:54:00
14558,88,36,1,17.52,PENDING,2026-02-14 22:07:00
14559,10,36,1,17.52,CONFIRMED,2026-02-25 01:25:00
14560,5718,46,1,14.07,CONFIRMED,2026-02-15 11:00:00
14561,9612,36,1,17.52,CONFIRMED,2026-02-19 03:16:00
14562,7909,166,1,4.27,CONFIRMED,2026-02-17 23:57:00
14563,28,6,1,17.88,CANCELLED,2026-02-12 03:40:00
14564,2973,46,1,14.07,CONFIRMED,2026-02-21 16:14:00
14565,79,169,1,18.07,CONFIRMED,2026-02-22 12:35:00
14566,9563,166,1,4.27,CONFIRMED,2026-02-16 12:40:00
14567,41,119,1,4.18,CONFIRMED,2026-02-18 04:55:00
14568,1998,171,1,15.18,CONFIRMED,2026-02-13 07:00:00
14569,2053,36,1,17.52,CONFIRMED,2026-02-10 22:10:00
14570,8291,171,1,15.18,CONFIRMED,2026-02-20 16:02:00
14571,1,143,1,18.87,PENDING,2026-02-21 03:12:00
14572,89,72,1,23.23,PENDING,2026-02-19 20:12:00
14573,6343,124,1,21.56,CONFIRMED,2026-02-22 16:36:00
14574,36,36,1,17.52,PENDING,2026-02-16 15:15:00
14575,7128,171,1,15.18,CONFIRMED,2026-02-19 22:06:00
14576,4570,129,1,28.11,CONFIRMED,2026-02-14 00:41:00
14577,4480,36,1,17.52,CONFIRMED,2026-02-19 00:37:00
14578,81,49,1,25.62,CONFIRMED,2026-02-17 04:12:00
14579,9,36,1,17.52,CONFIRMED,2026-02-12 14:04:00
14580,37,36,1,17.52,CONFIRMED,2026-02-10 20:54:00
14581,9538,46,1,14.07,CANCELLED,2026-02-21 08:53:00
14582,232,36,1,17.52,CONFIRMED,2026-02-19 04:38:00
14583,4664,166,1,4.27,CANCELLED,2026-02-14 16:37:00
14584,6522,121,1,21.29,CONFIRMED,2026-02-12 09:50:00
14585,80,12,1,3.97,CONFIRMED,2026-02-11 07:06:00
14586,1354,142,1,9.25,PENDING,2026-02-18 05:37:00
14587,9869,166,1,4.27,CONFIRMED,2026-02-18 13:09:00
14588,77,8,1,8.78,CONFIRMED,2026-02-19 01:28:00
14589,2031,166,1,4.27,CANCELLED,2026-02-15 08:03:00
14590,8913,161,1,11.86,PENDING,2026-02-18 13:56:00
14591,8641,46,1,14.07,CONFIRMED,2026-02-11 03:45:00
14592,2580,36,1,17.52,CONFIRMED,2026-02-12 20:35:00
14593,9459,141,1,4.72,CONFIRMED,2026-02-22 03:23:00
14594,8742,46,1,14.07,CONFIRMED,2026-02-13 05:46:00
14595,6,141,1,4.72,CONFIRMED,2026-02-12 03:09:00
14596,24,171,1,15.18,CONFIRMED,2026-02-25 01:01:00
14597,2405,171,1,15.18,CONFIRMED,2026-02-25 05:47:00
14598,31,166,1,4.27,CANCELLED,2026-02-24 18:55:00
14599,9988,36,1,17.52,CONFIRMED,2026-02-20 16:03:00
14600,3255,141,1,4.72,CONFIRMED,2026-02-24 12:31:00
14601,21,46,1,14.07,CONFIRMED,2026-02-16 09:01:00
14602,6976,36,1,17.52,CANCELLED,2026-02-12 09:00:00
14603,90,168,1,18.62,CONFIRMED,2026-02-21 22:13:00
14604,7307,36,1,17.52,CONFIRMED,2026-02-19 22:29:00
14605,57,153,1,19.08,CONFIRMED,2026-02-16 08:58:00
14606,6,69,1,11.93,CONFIRMED,2026-02-12 23:53:00
14607,1959,171,1,15.18,CONFIRMED,2026-02-16 15:41:00
14608,54,23,1,7.15,CONFIRMED,2026-02-16 07:47:00
14609,9473,141,1,4.72,PENDING,2026-02-21 06:17:00
14610,3823,36,1,17.52,CONFIRMED,2026-02-19 08:33:00
14611,96,46,1,14.07,CONFIRMED,2026-02-23 03:40:00
14612,2665,36,1,17.52,CONFIRMED,2026-02-16 20:05:00
14613,37,38,1,17.95,CONFIRMED,2026-02-19 14:59:00
14614,374,36,1,17.52,CONFIRMED,2026-02-17 14:21:00
14615,5981,166,1,4.27,CONFIRMED,2026-02-20 09:44:00
14616,72,36,1,17.52,CONFIRMED,2026-02-25 07:54:00
14617,1772,46,1,14.07,PENDING,2026-02-16 13:13:00
14618,7544,166,1,4.27,CONFIRMED,2026-02-17 13:43:00
14619,99,98,1,18.13,CONFIRMED,2026-02-14 09:33:00
14620,555,166,1,4.27,PENDING,2026-02-11 02:21:00
14621,8857,36,1,17.52,CONFIRMED,2026-02-24 09:31:00
14622,661,46,1,14.07,CONFIRMED,2026-02-21 21:48:00
14623,6468,60,1,5.04,CONFIRMED,2026-02-13 23:11:00
14624,4404,46,1,14.07,CONFIRMED,2026-02-11 11:24:00
14625,27,141,1,4.72,CONFIRMED,2026-02-17 09:16:00
14626,81,98,1,18.13,CONFIRMED,2026-02-19 05:39:00
14627,21,46,1,14.07,CONFIRMED,2026-02-21 08:46:00
14628,22,141,1,4.72,PENDING,2026-02-15 09:55:00
14629,16,171,1,15.18,CONFIRMED,2026-02-20 06:56:00
14630,15,36,1,17.52,CONFIRMED,2026-02-12 21:33:00
14631,49,36,1,17.52,CONFIRMED,2026-02-20 19:53:00
14632,9926,32,1,16.91,PENDING,2026-02-22 19:38:00
14633,7753,36,1,17.52,CONFIRMED,2026-02-24 14:37:00
14634,8351,36,1,17.52,CONFIRMED,2026-02-17 05:35:00
14635,6474,36,1,17.52,CONFIRMED,2026-02-19 06:42:00
14636,6797,171,1,15.18,CONFIRMED,2026-02-17 20:12:00
14637,2506,166,1,4.27,PENDING,2026-02-11 13:21:00
14638,86,46,1,14.07,CONFIRMED,2026-02-16 20:33:00
14639,69,166,1,4.27,CONFIRMED,2026-02-22 03:05:00
14640,2686,36,1,17.52,CONFIRMED,2026-02-16 11:24:00
14641,56,200,1,13.43,CONFIRMED,2026-02-15 10:44:00
14642,7516,166,1,4.27,PENDING,2026-02-13 13:00:00
14643,6195,36,1,17.52,CONFIRMED,2026-02-15 11:49:00
14644,303,36,1,17.52,CONFIRMED,2026-02-20 19:16:00
14645,82,141,1,4.72,CONFIRMED,2026-02-24 16:58:00
14646,3032,36,1,17.52,CONFIRMED,2026-02-24 15:31:00
14647,8279,171,1,15.18,CONFIRMED,2026-02-18 18:42:00
14648,8197,141,1,4.72,PENDING,2026-02-21 08:33:00
14649,4340,96,1,28.05,CONFIRMED,2026-02-21 16:43:00
14650,65,122,1,27.32,CONFIRMED,2026-02-22 04:36:00
14651,6127,36,1,17.52,CONFIRMED,2026-02-24 06:01:00
14652,67,141,1,4.72,CONFIRMED,2026-02-10 21:03:00
14653,4370,36,1,17.52,CONFIRMED,2026-02-14 02:34:00
14654,79,166,1,4.27,CANCELLED,2026-02-22 20:16:00
14655,1201,29,1,9.98,CONFIRMED,2026-02-23 04:19:00
14656,5123,46,1,14.07,CONFIRMED,2026-02-16 00:03:00
14657,91,141,1,4.72,CONFIRMED,2026-02-18 15:46:00
14658,3752,36,1,17.52,PENDING,2026-02-24 05:15:00
14659,78,113,1,8.98,CONFIRMED,2026-02-17 09:05:00
14660,1563,36,1,17.52,PENDING,2026-02-24 19:13:00
14661,100,36,1,17.52,CONFIRMED,2026-02-12 03:10:00
14662,7700,141,1,4.72,CONFIRMED,2026-02-20 17:43:00
14663,9245,46,1,14.07,PENDING,2026-02-21 13:44:00
14664,9,105,1,23.01,CONFIRMED,2026-02-22 20:47:00
14665,50,46,1,14.07,CONFIRMED,2026-02-15 15:03:00
14666,6597,109,1,5.74,CONFIRMED,2026-02-23 18:47:00
14667,3954,24,1,9.68,CONFIRMED,2026-02-23 20:59:00
14668,85,81,1,21.99,CONFIRMED,2026-02-11 05:16:00
14669,6789,36,1,17.52,CONFIRMED,2026-02-22 21:47:00
14670,7932,36,1,17.52,CONFIRMED,2026-02-13 12:24:00
14671,50,9,1,15.30,PENDING,2026-02-12 21:22:00
14672,23,171,1,15.18,CONFIRMED,2026-02-16 05:19:00
14673,7,95,1,28.82,PENDING,2026-02-23 08:54:00
14674,2884,36,1,17.52,PENDING,2026-02-13 07:57:00
14675,2849,46,1,14.07,CONFIRMED,2026-02-10 23:54:00
14676,3329,36,1,17.52,CONFIRMED,2026-02-12 10:32:00
14677,7523,141,1,4.72,PENDING,2026-02-13 14:21:00
14678,2311,36,1,17.52,PENDING,2026-02-25 04:55:00
14679,9934,171,1,15.18,PENDING,2026-02-17 11:56:00
14680,1797,3,1,16.35,CONFIRMED,2026-02-23 23:55:00
14681,13,141,1,4.72,CONFIRMED,2026-02-19 16:41:00
14682,3616,36,1,17.52,CONFIRMED,2026-02-15 02:42:00
14683,5960,46,1,14.07,CONFIRMED,2026-02-19 11:33:00
14684,2012,171,1,15.18,PENDING,2026-02-22 04:32:00
14685,5578,36,1,17.52,PENDING,2026-02-20 10:05:00
14686,7312,29,1,9.98,PENDING,2026-02-21 22:41:00
14687,7949,141,1,4.72,CONFIRMED,2026-02-17 02:44:00
14688,35,59,1,3.15,CONFIRMED,2026-02-24 21:08:00
14689,8979,36,1,17.52,CONFIRMED,2026-02-14 14:47:00
14690,6362,141,1,4.72,CONFIRMED,2026-02-13 03:18:00
14691,48,171,1,15.18,CONFIRMED,2026-02-21 19:01:00
14692,64,36,1,17.52,PENDING,2026-02-17 08:47:00
14693,100,36,1,17.52,CONFIRMED,2026-02-17 02:33:00
14694,6289,141,1,4.72,CONFIRMED,2026-02-18 00:39:00
14695,81,51,1,23.84,CONFIRMED,2026-02-24 15:13:00
14696,25,95,1,28.82,CONFIRMED,2026-02-17 21:35:00
14697,2996,36,1,17.52,CONFIRMED,2026-02-14 20:20:00
14698,1583,36,1,17.52,CONFIRMED,2026-02-22 20:00:00
14699,11,36,1,17.52,CONFIRMED,2026-02-18 03:38:00
14700,1918,171,1,15.18,CONFIRMED,2026-02-23 07:23:00
14701,61,112,1,16.40,CONFIRMED,2026-02-15 12:30:00
14702,6974,171,1,15.18,CONFIRMED,2026-02-18 16:01:00
14703,93,139,1,29.40,CONFIRMED,2026-02-22 18:23:00
14704,5128,25,1,19.78,CONFIRMED,2026-02-11 06:17:00
14705,47,36,1,17.52,CONFIRMED,2026-02-12 09:17:00
14706,5863,36,1,17.52,CONFIRMED,2026-02-16 10:24:00
14707,81,184,1,29.63,CONFIRMED,2026-02-17 18:49:00
14708,3144,46,1,14.07,CONFIRMED,2026-02-19 14:58:00
14709,6740,36,1,17.52,CONFIRMED,2026-02-10 19:27:00
14710,2199,141,1,4.72,CONFIRMED,2026-02-22 10:24:00
14711,35,166,1,4.27,CONFIRMED,2026-02-18 15:26:00
14712,85,171,1,15.18,CONFIRMED,2026-02-12 11:03:00
14713,11,46,1,14.07,PENDING,2026-02-14 00:13:00
14714,31,171,1,15.18,CONFIRMED,2026-02-20 00:44:00
14715,37,36,1,17.52,CONFIRMED,2026-02-15 12:09:00
14716,77,6,1,17.88,PENDING,2026-02-23 21:23:00
14717,34,36,1,17.52,CONFIRMED,2026-02-18 05:58:00
14718,9772,36,1,17.52,CONFIRMED,2026-02-16 20:56:00
14719,9443,141,1,4.72,PENDING,2026-02-14 11:21:00
14720,4828,40,1,5.13,CONFIRMED,2026-02-12 14:01:00
14721,1412,36,1,17.52,CONFIRMED,2026-02-21 06:46:00
14722,45,166,1,4.27,CONFIRMED,2026-02-21 15:40:00
14723,5490,141,1,4.72,CONFIRMED,2026-02-15 03:49:00
14724,45,83,1,18.62,CONFIRMED,2026-02-12 01:19:00
14725,4096,36,1,17.52,CONFIRMED,2026-02-18 00:17:00
14726,46,22,1,22.45,CONFIRMED,2026-02-18 23:12:00
14727,4506,36,1,17.52,CONFIRMED,2026-02-13 01:53:00
14728,4154,135,1,23.17,CONFIRMED,2026-02-11 13:36:00
14729,46,36,1,17.52,CONFIRMED,2026-02-25 11:39:00
14730,89,171,1,15.18,PENDING,2026-02-19 13:45:00
14731,9575,36,1,17.52,CONFIRMED,2026-02-24 21:27:00
14732,3,104,1,27.28,CONFIRMED,2026-02-14 07:22:00
14733,2743,46,1,14.07,CONFIRMED,2026-02-21 15:12:00
14734,5856,36,1,17.52,CONFIRMED,2026-02-12 14:31:00
14735,6374,36,1,17.52,CONFIRMED,2026-02-21 05:46:00
14736,5825,119,1,4.18,CONFIRMED,2026-02-21 20:44:00
14737,8488,36,1,17.52,CONFIRMED,2026-02-10 22:15:00
14738,24,171,1,15.18,CONFIRMED,2026-02-25 07:02:00
14739,88,46,1,14.07,PENDING,2026-02-15 02:17:00
14740,7661,166,1,4.27,CONFIRMED,2026-02-16 05:20:00
14741,4,72,1,23.23,CONFIRMED,2026-02-18 21:58:00
14742,2607,166,1,4.27,CONFIRMED,2026-02-14 19:57:00
14743,30,166,1,4.27,CONFIRMED,2026-02-10 23:26:00
14744,5956,102,1,26.64,CONFIRMED,2026-02-10 23:15:00
14745,2156,36,1,17.52,CONFIRMED,2026-02-17 04:27:00
14746,3838,171,1,15.18,CONFIRMED,2026-02-12 03:38:00
14747,5954,141,1,4.72,CONFIRMED,2026-02-11 17:29:00
14748,60,141,1,4.72,CONFIRMED,2026-02-24 19:16:00
14749,416,166,1,4.27,CANCELLED,2026-02-15 19:29:00
14750,72,186,1,14.73,CONFIRMED,2026-02-15 07:16:00
14751,14,171,1,15.18,PENDING,2026-02-15 14:06:00
14752,3816,46,1,14.07,PENDING,2026-02-21 10:41:00
14753,60,38,1,17.95,CONFIRMED,2026-02-13 02:12:00
14754,8400,6,1,17.88,PENDING,2026-02-20 01:05:00
14755,88,68,1,15.15,PENDING,2026-02-14 08:44:00
14756,9605,36,1,17.52,CANCELLED,2026-02-17 21:43:00
14757,15,96,1,28.05,CONFIRMED,2026-02-10 18:51:00
14758,9473,36,1,17.52,CONFIRMED,2026-02-15 01:13:00
14759,19,141,1,4.72,CONFIRMED,2026-02-19 09:34:00
14760,92,36,1,17.52,PENDING,2026-02-16 08:38:00
14761,76,112,1,16.40,CONFIRMED,2026-02-19 14:41:00
14762,53,36,1,17.52,CONFIRMED,2026-02-21 08:58:00
14763,3913,36,1,17.52,PENDING,2026-02-17 09:08:00
14764,18,159,1,29.53,CONFIRMED,2026-02-21 03:23:00
14765,71,36,1,17.52,CONFIRMED,2026-02-16 02:15:00
14766,6063,36,1,17.52,CONFIRMED,2026-02-11 09:14:00
14767,7755,46,1,14.07,PENDING,2026-02-15 01:49:00
14768,9550,36,1,17.52,PENDING,2026-02-22 11:41:00
14769,11,141,1,4.72,CONFIRMED,2026-02-19 14:22:00
14770,2616,36,1,17.52,PENDING,2026-02-11 19:32:00
14771,8522,36,1,17.52,CONFIRMED,2026-02-22 23:14:00
14772,21,36,1,17.52,CONFIRMED,2026-02-24 13:36:00
14773,9173,166,1,4.27,CONFIRMED,2026-02-17 18:05:00
14774,70,35,1,28.97,CONFIRMED,2026-02-10 16:28:00
14775,70,36,1,17.52,CONFIRMED,2026-02-17 01:34:00
14776,2495,141,1,4.72,CONFIRMED,2026-02-12 06:06:00
14777,6756,36,1,17.52,CONFIRMED,2026-02-17 23:48:00
14778,63,196,1,27.52,CONFIRMED,2026-02-21 18:39:00
14779,1328,36,1,17.52,CONFIRMED,2026-02-10 16:28:00
14780,9446,171,1,15.18,CONFIRMED,2026-02-22 05:58:00
14781,8613,171,1,15.18,CONFIRMED,2026-02-21 21:10:00
14782,3483,166,1,4.27,CONFIRMED,2026-02-22 13:14:00
14783,8714,36,1,17.52,PENDING,2026-02-21 03:05:00
14784,27,81,1,21.99,CONFIRMED,2026-02-18 02:11:00
14785,7025,46,1,14.07,PENDING,2026-02-12 15:22:00
14786,19,46,1,14.07,PENDING,2026-02-24 05:26:00
14787,8396,141,1,4.72,CONFIRMED,2026-02-20 18:12:00
14788,23,57,1,7.33,CONFIRMED,2026-02-20 12:35:00
14789,96,166,1,4.27,CONFIRMED,2026-02-18 19:29:00
14790,54,36,1,17.52,CONFIRMED,2026-02-14 06:14:00
14791,47,131,1,5.28,CONFIRMED,2026-02-12 22:05:00
14792,4194,46,1,14.07,PENDING,2026-02-10 21:38:00
14793,2838,36,1,17.52,CONFIRMED,2026-02-15 10:10:00
14794,2949,36,1,17.52,CONFIRMED,2026-02-20 23:55:00
14795,80,36,1,17.52,CONFIRMED,2026-02-20 19:13:00
14796,11,141,1,4.72,PENDING,2026-02-16 04:37:00
14797,5,45,1,11.17,CONFIRMED,2026-02-22 20:20:00
14798,33,36,1,17.52,CONFIRMED,2026-02-15 03:42:00
14799,2880,36,1,17.52,CONFIRMED,2026-02-19 10:48:00
14800,3224,36,1,17.52,CONFIRMED,2026-02-19 13:34:00
14801,3064,141,1,4.72,CONFIRMED,2026-02-10 12:05:00
14802,9716,141,1,4.72,CONFIRMED,2026-02-12 11:51:00
14803,5554,141,1,4.72,CONFIRMED,2026-02-18 12:34:00
14804,7584,36,1,17.52,PENDING,2026-02-23 01:18:00
14805,8413,36,1,17.52,PENDING,2026-02-21 06:35:00
14806,3646,141,1,4.72,CONFIRMED,2026-02-22 07:00:00
14807,2,171,1,15.18,CONFIRMED,2026-02-17 20:20:00
14808,60,166,1,4.27,CONFIRMED,2026-02-22 06:15:00
14809,3232,171,1,15.18,CONFIRMED,2026-02-18 03:42:00
14810,93,114,1,27.77,CONFIRMED,2026-02-22 22:46:00
14811,8013,99,1,21.31,PENDING,2026-02-13 05:32:00
14812,8,166,1,4.27,CANCELLED,2026-02-15 00:57:00
14813,33,171,1,15.18,CONFIRMED,2026-02-21 02:56:00
14814,3268,171,1,15.18,CANCELLED,2026-02-11 01:34:00
14815,30,92,1,22.52,PENDING,2026-02-24 07:11:00
14816,48,111,1,22.40,CONFIRMED,2026-02-20 04:12:00
14817,4404,153,1,19.08,CONFIRMED,2026-02-23 04:54:00
14818,30,186,1,14.73,PENDING,2026-02-14 19:18:00
14819,9611,36,1,17.52,CONFIRMED,2026-02-12 10:27:00
14820,38,46,1,14.07,CONFIRMED,2026-02-17 22:37:00
14821,456,36,1,17.52,CONFIRMED,2026-02-18 23:23:00
14822,4318,141,1,4.72,CONFIRMED,2026-02-25 07:08:00
14823,3483,166,1,4.27,PENDING,2026-02-23 09:02:00
14824,33,166,1,4.27,CONFIRMED,2026-02-10 19:41:00
14825,4070,149,1,24.96,CONFIRMED,2026-02-23 18:38:00
14826,58,36,1,17.52,CONFIRMED,2026-02-11 16:21:00
14827,1919,36,1,17.52,CONFIRMED,2026-02-16 10:21:00
14828,9058,36,1,17.52,CONFIRMED,2026-02-11 23:43:00
14829,8525,36,1,17.52,CONFIRMED,2026-02-21 08:58:00
14830,6227,166,1,4.27,PENDING,2026-02-17 05:57:00
14831,7852,166,1,4.27,PENDING,2026-02-11 22:08:00
14832,6521,36,1,17.52,PENDING,2026-02-18 17:15:00
14833,9424,36,1,17.52,CONFIRMED,2026-02-15 05:49:00
14834,15,132,1,8.73,CANCELLED,2026-02-22 03:04:00
14835,79,54,1,6.57,CONFIRMED,2026-02-22 23:54:00
14836,91,96,1,28.05,CONFIRMED,2026-02-24 13:04:00
14837,15,192,1,19.70,CONFIRMED,2026-02-24 03:02:00
14838,8391,46,1,14.07,CONFIRMED,2026-02-11 19:43:00
14839,78,36,1,17.52,CONFIRMED,2026-02-23 11:56:00
14840,7910,46,1,14.07,CONFIRMED,2026-02-22 03:24:00
14841,98,166,1,4.27,CONFIRMED,2026-02-21 16:03:00
14842,85,46,1,14.07,CONFIRMED,2026-02-17 21:36:00
14843,2219,172,1,15.37,CANCELLED,2026-02-20 08:18:00
14844,3858,36,1,17.52,CONFIRMED,2026-02-15 01:10:00
14845,33,107,1,28.54,CONFIRMED,2026-02-10 17:16:00
14846,1473,36,1,17.52,PENDING,2026-02-25 10:28:00
14847,68,142,1,9.25,CONFIRMED,2026-02-15 13:13:00
14848,6804,46,1,14.07,CONFIRMED,2026-02-25 04:36:00
14849,1575,36,1,17.52,CONFIRMED,2026-02-19 16:19:00
14850,6538,36,1,17.52,CANCELLED,2026-02-10 15:07:00
14851,8195,36,1,17.52,CONFIRMED,2026-02-10 17:52:00
14852,840,36,1,17.52,CONFIRMED,2026-02-15 06:00:00
14853,55,78,1,23.03,CANCELLED,2026-02-17 15:44:00
14854,7989,46,1,14.07,CONFIRMED,2026-02-17 11:06:00
14855,7541,67,1,16.16,CONFIRMED,2026-02-23 16:08:00
14856,7568,36,1,17.52,CONFIRMED,2026-02-23 00:25:00
14857,5109,36,1,17.52,CONFIRMED,2026-02-11 22:51:00
14858,68,175,1,12.61,CONFIRMED,2026-02-13 09:31:00
14859,4025,46,1,14.07,PENDING,2026-02-16 14:07:00
14860,9084,141,1,4.72,CONFIRMED,2026-02-25 01:16:00
14861,8345,21,1,17.86,CONFIRMED,2026-02-16 22:39:00
14862,37,141,1,4.72,CONFIRMED,2026-02-10 16:34:00
14863,62,36,1,17.52,CONFIRMED,2026-02-16 06:14:00
14864,5191,166,1,4.27,PENDING,2026-02-23 06:00:00
14865,3849,36,1,17.52,CONFIRMED,2026-02-14 15:06:00
14866,7943,36,1,17.52,CONFIRMED,2026-02-15 07:27:00
14867,28,171,1,15.18,CONFIRMED,2026-02-23 11:11:00
14868,3716,36,1,17.52,PENDING,2026-02-18 06:55:00
14869,15,108,1,21.95,CONFIRMED,2026-02-17 16:03:00
14870,8147,166,1,4.27,CONFIRMED,2026-02-11 18:41:00
14871,159,36,1,17.52,CONFIRMED,2026-02-14 23:35:00
14872,16,70,1,12.86,CONFIRMED,2026-02-18 19:03:00
14873,70,142,1,9.25,CONFIRMED,2026-02-17 05:14:00
14874,52,171,1,15.18,PENDING,2026-02-16 02:12:00
14875,73,36,1,17.52,CONFIRMED,2026-02-23 14:10:00
14876,55,174,1,22.51,CONFIRMED,2026-02-12 11:18:00
14877,9394,171,1,15.18,CONFIRMED,2026-02-23 20:19:00
14878,95,187,1,21.68,CONFIRMED,2026-02-19 17:32:00
14879,8958,121,1,21.29,PENDING,2026-02-22 06:50:00
14880,42,109,1,5.74,CONFIRMED,2026-02-11 11:24:00
14881,60,36,1,17.52,CONFIRMED,2026-02-10 14:05:00
14882,61,36,1,17.52,CONFIRMED,2026-02-16 01:21:00
14883,710,36,1,17.52,CONFIRMED,2026-02-20 02:36:00
14884,2109,46,1,14.07,PENDING,2026-02-20 12:36:00
14885,7893,46,1,14.07,PENDING,2026-02-15 16:11:00
14886,65,141,1,4.72,CONFIRMED,2026-02-13 09:10:00
14887,5726,171,1,15.18,CONFIRMED,2026-02-12 05:54:00
14888,6634,46,1,14.07,PENDING,2026-02-14 07:29:00
14889,7793,183,1,10.70,PENDING,2026-02-12 07:48:00
14890,5406,166,1,4.27,CONFIRMED,2026-02-16 13:53:00
14891,9541,36,1,17.52,CONFIRMED,2026-02-17 03:43:00
14892,2495,36,1,17.52,CONFIRMED,2026-02-23 21:59:00
14893,1788,46,1,14.07,CONFIRMED,2026-02-20 22:56:00
14894,79,141,1,4.72,CONFIRMED,2026-02-24 21:25:00
14895,8,141,1,4.72,CONFIRMED,2026-02-13 17:12:00
14896,3034,171,1,15.18,PENDING,2026-02-17 17:52:00
14897,5541,36,1,17.52,CONFIRMED,2026-02-17 09:22:00
14898,44,43,1,16.63,CONFIRMED,2026-02-21 04:14:00
14899,75,169,1,18.07,PENDING,2026-02-12 00:01:00
14900,58,187,1,21.68,PENDING,2026-02-24 19:30:00
14901,6925,36,1,17.52,PENDING,2026-02-12 17:49:00
14902,4630,114,1,27.77,CONFIRMED,2026-02-24 15:15:00
14903,6580,166,1,4.27,CONFIRMED,2026-02-12 13:57:00
14904,70,54,1,6.57,CONFIRMED,2026-02-24 05:07:00
14905,74,171,1,15.18,CONFIRMED,2026-02-20 12:11:00
14906,72,187,1,21.68,CONFIRMED,2026-02-24 11:19:00
14907,38,36,1,17.52,PENDING,2026-02-15 18:07:00
14908,947,46,1,14.07,CONFIRMED,2026-02-16 10:37:00
14909,13,21,1,17.86,CONFIRMED,2026-02-11 02:30:00
14910,11,36,1,17.52,CONFIRMED,2026-02-18 18:08:00
14911,3083,198,1,6.34,PENDING,2026-02-14 19:06:00
14912,4168,36,1,17.52,CONFIRMED,2026-02-17 04:34:00
14913,1743,191,1,14.97,CONFIRMED,2026-02-13 14:35:00
14914,83,46,1,14.07,CONFIRMED,2026-02-23 16:44:00
14915,4031,36,1,17.52,CONFIRMED,2026-02-22 05:36:00
14916,6808,118,1,13.69,CONFIRMED,2026-02-18 03:50:00
14917,25,171,1,15.18,CONFIRMED,2026-02-17 16:48:00
14918,5155,46,1,14.07,CONFIRMED,2026-02-22 07:36:00
14919,3051,171,1,15.18,CONFIRMED,2026-02-23 11:39:00
14920,60,155,1,19.61,CONFIRMED,2026-02-10 15:12:00
14921,65,166,1,4.27,CONFIRMED,2026-02-18 09:59:00
14922,9853,157,1,26.35,CONFIRMED,2026-02-13 08:56:00
14923,68,141,1,4.72,CONFIRMED,2026-02-20 23:48:00
14924,4639,171,1,15.18,CONFIRMED,2026-02-20 06:54:00
14925,1789,46,1,14.07,CONFIRMED,2026-02-21 04:41:00
